location,technology,time_step,production
GER,Coal,615,68591.74583057761
GER,Coal,616,68391.8535070495
GER,Coal,617,67817.89402805553
GER,Coal,618,68591.74583057761
GER,Coal,619,68591.74583057761
GER,Coal,620,68510.8822217987
GER,Coal,621,63820.1542137029
GER,Coal,622,60220.9668636379
GER,Coal,623,57286.9350774975
GER,Coal,624,52696.8432219234
GER,Coal,625,49192.2990627981
GER,Coal,626,46984.2739164227
GER,Coal,627,45878.1913748631
GER,Coal,628,46052.5019861458
GER,Coal,629,47275.7096936522
GER,Coal,630,50748.3854960661
GER,Coal,631,59162.444651629
GER,Coal,632,66733.6612595255
GER,Coal,633,68591.74583057761
GER,Coal,634,68591.74583057761
GER,Coal,635,68591.74583057761
GER,Coal,636,68591.74583057761
GER,Coal,637,68591.74583057761
GER,Coal,638,68591.74583057761
GER,Coal,639,68317.7653708062
GER,Coal,640,67279.788108701
GER,Coal,641,66355.88237442962
GER,Coal,642,68591.74583057761
GER,Coal,643,68591.74583057761
GER,Coal,644,68283.1427388202
GER,Coal,645,63490.887432559
GER,Coal,646,59722.0472952883
GER,Coal,647,56558.1438480791
GER,Coal,648,51717.6454863255
GER,Coal,649,48287.3340924662
GER,Coal,650,45785.7207811851
GER,Coal,651,44628.465965457
GER,Coal,652,44862.6019827065
GER,Coal,653,46410.707905325
GER,Coal,654,49955.3497706848
GER,Coal,655,58375.13283937
GER,Coal,656,66073.7420357685
GER,Coal,657,68399.5952836182
GER,Coal,658,68591.74583057761
GER,Coal,659,68591.74583057761
GER,Coal,660,68591.74583057761
GER,Coal,661,68591.74583057761
GER,Coal,662,68591.74583057761
GER,Coal,663,68591.74583057761
GER,Coal,664,68380.7890439085
GER,Coal,665,68026.309383991
GER,Coal,666,68591.74583057761
GER,Coal,667,68591.74583057761
GER,Coal,668,68591.74583057761
GER,Coal,669,64013.2407503167
GER,Coal,670,60577.0304999339
GER,Coal,671,57373.5472338234
GER,Coal,672,52611.1424208271
GER,Coal,673,48907.9021266098
GER,Coal,674,46865.5142501331
GER,Coal,675,46109.1089153912
GER,Coal,676,46459.1896948983
GER,Coal,677,47570.9961495802
GER,Coal,678,50736.3793633168
GER,Coal,679,59050.888664989
GER,Coal,680,66642.3609647438
GER,Coal,681,68591.74583057761
GER,Coal,682,68591.74583057761
GER,Coal,683,68591.74583057761
GER,Coal,684,68591.74583057761
GER,Coal,685,68591.74583057761
GER,Coal,686,68591.74583057761
GER,Coal,687,68123.88179360681
GER,Coal,688,66921.8512379813
GER,Coal,689,65811.9079129303
GER,Coal,690,68591.74583057761
GER,Coal,691,68591.74583057761
GER,Coal,692,67760.75910668391
GER,Coal,693,62964.2293394491
GER,Coal,694,59319.0656362117
GER,Coal,695,56339.057496899
GER,Coal,696,51579.985475268
GER,Coal,697,48051.9974619418
GER,Coal,698,45787.3249671493
GER,Coal,699,45093.8188860729
GER,Coal,700,45409.7747113414
GER,Coal,701,46767.1852191031
GER,Coal,702,49929.7636336005
GER,Coal,703,57921.1134303547
GER,Coal,704,65325.0784775954
GER,Coal,705,67857.4839517496
GER,Coal,706,68112.568491592
GER,Coal,707,68591.74583057761
GER,Coal,708,68591.74583057761
GER,Coal,709,68591.74583057761
GER,Coal,710,67160.2819257902
GER,Coal,711,65538.6057542616
GER,Coal,712,64372.0150807936
GER,Coal,713,63728.7497090702
GER,Coal,714,67114.8133551582
GER,Coal,715,68004.9036028221
GER,Coal,716,65726.6409989019
GER,Coal,717,61208.370577251
GER,Coal,718,57532.559340163
GER,Coal,719,55419.1571751416
GER,Coal,720,51528.0161605138
GER,Coal,721,47503.7586442617
GER,Coal,722,44837.8330957937
GER,Coal,723,43442.8404229914
GER,Coal,724,42771.8668408862
GER,Coal,725,42706.1627879817
GER,Coal,726,42201.3746774872
GER,Coal,727,42470.7017380204
GER,Coal,728,46004.6928177213
GER,Coal,729,50119.8268464801
GER,Coal,730,53789.2112349183
GER,Coal,731,55815.0696787984
GER,Coal,732,56811.0861050383
GER,Coal,733,55727.0080703238
GER,Coal,734,53401.1649272671
GER,Coal,735,51945.9432758087
GER,Coal,736,51247.6448464254
GER,Coal,737,51449.539248653
GER,Coal,738,55814.2827430056
GER,Coal,739,57899.9969072311
GER,Coal,740,55473.5681356172
GER,Coal,741,51391.4626576731
GER,Coal,742,48948.8777117731
GER,Coal,743,48255.660888742
GER,Coal,744,45000.4470419582
GER,Coal,745,42020.9202302528
GER,Coal,746,39656.9114452915
GER,Coal,747,38282.4107078852
GER,Coal,748,37766.502424746504
GER,Coal,749,37506.794712365605
GER,Coal,750,36899.2551085357
GER,Coal,751,35937.256279405
GER,Coal,752,37914.8887070865
GER,Coal,753,41279.3416759242
GER,Coal,754,45328.3272341503
GER,Coal,755,48151.9072170358
GER,Coal,756,50853.7093640741
GER,Coal,757,50523.0912504088
GER,Coal,758,48435.2300568239
GER,Coal,759,46973.023016784
GER,Coal,760,46391.5439448872
GER,Coal,761,46830.2673502614
GER,Coal,762,51704.7705475759
GER,Coal,763,54922.38503165
GER,Coal,764,53672.0766075765
GER,Coal,765,50891.031127642
GER,Coal,766,49512.8932104873
GER,Coal,767,49723.021209631
GER,Coal,768,46869.9694992924
GER,Coal,769,44241.3312658583
GER,Coal,770,42370.4513894974
GER,Coal,771,41626.2046113967
GER,Coal,772,41923.9738941113
GER,Coal,773,43787.065588438
GER,Coal,774,47940.4233125216
GER,Coal,775,56924.4961016656
GER,Coal,776,64794.2619262637
GER,Coal,777,67212.6452874108
GER,Coal,778,68035.7825410361
